TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"102-1848-2025","2025-01-12 21:27:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","3296000","117.9","117.9","2 B/R","1","","","","1","1","","Saria"
"102-1849-2025","2025-01-12 21:45:22","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","637000","65.66","65.66","1 B/R","  B2-91","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Mars Residences "
"102-185-2025","2025-01-03 10:33:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 7","Building","Villa","1000000","74.03","74.03","1 B/R","","","","","1","1","","Rukan 3"
"102-1850-2025","2025-01-12 22:23:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1217160.47","87.8","87.8","1 B/R","1","","","IMG World Adventures","1","1","","BLISS HOMES"
"102-1851-2025","2025-01-12 22:25:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1355209.82","111.67","111.67","2 B/R","1  1","","","IMG World Adventures","1","1","","BLISS HOMES"
"102-1852-2025","2025-01-12 22:29:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","4042888","268.46","268.46","4 B/R","","","","","2","1","","Greenville 2"
"102-1853-2025","2025-01-12 22:26:39","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","2090888","126.69","126.69","2 B/R","1","","","","1","1","","Golf Acres"
"102-1854-2025","2025-01-12 22:31:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Unit","Flat","949888","68.6","68.6","1 B/R","1","","","","1","1","","Golf Acres"
"102-1855-2025","2025-01-12 22:28:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1415740","42.83","42.83","Studio","1","Dubai Marina","Marina Mall","Burj Al Arab","1","1","","PELaGOS By IGO "
"102-1856-2025","2025-01-12 22:33:19","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2504000","111.08","111.08","2 B/R","1","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","ME DO RE 2"
"102-1857-2025","2025-01-12 22:56:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SPORTS CITY","Unit","Flat","1904148","124.82","124.82","2 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Samana Golf Views"
"102-1858-2025","2025-01-12 22:58:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 3","Building","Villa","6300000","247","247","4 B/R","","","","","1","1","","Lua Residences"
"102-1859-2025","2025-01-13 08:44:18","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1094856.25","90.38","90.38","1 B/R","1","","","IMG World Adventures","1","1","","Samana IBIZA"
"102-186-2025","2025-01-09 21:03:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","865946","69.1","69.1","1 B/R","1","","","IMG World Adventures","1","1","","Jade Tower"
"102-1860-2025","2025-01-12 21:42:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1118140.01","83.75","83.75","1 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","2","1","","Gharbi I Residences"
"102-1861-2025","2025-01-12 22:59:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Jabal Ali First","Unit","Flat","945000","71.88","71.88","1 B/R","1","","","","1","1","","BEVERLY GARDENS BY AA AND HMB REAL ESTATE DEVELOPMENT"
"102-1862-2025","2025-01-12 22:51:40","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1075000","78.11","78.11","1 B/R","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Belle Reve By Zimaya"
"102-1863-2025","2025-01-12 21:45:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","1611979.88","118.34","118.34","2 B/R","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","Gharbi I Residences"
"102-1865-2025","2025-01-12 21:51:59","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","650692","42.04","42.04","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","2","1","","Gharbi I Residences"
"102-1866-2025","2025-01-12 23:02:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","HORIZON","Unit","Flat","2346828","115.31","115.31","2 B/R","1","Creek Metro Station","Dubai Mall","Downtown Dubai","2","1","","CLAYDON HOUSE BY ELLINGTON "
"102-1867-2025","2025-01-12 23:08:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","2654000","144","144","4 B/R","","","","","1","1","","DAMAC RIVERSIDE - LUSH"
"102-1868-2025","2025-01-12 23:03:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2420000","82.21","82.21","1 B/R","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","CANAL CROWN 2"
"102-1869-2025","2025-01-12 22:26:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2662828","97.98","97.98","2 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","THE CRESTMARK"
"102-187-2025","2025-01-03 10:52:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","6791000","175.21","175.21","3 B/R","2","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","1","1","","The St. Regis Residences, Downtown Dubai"
"102-1870-2025","2025-01-12 23:05:06","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","MAJAN","Unit","Flat","1386180","100.25","100.25","2 B/R","1","","","","1","1","","Samana Barari Views 2"
"102-1871-2025","2025-01-12 23:06:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Dubai Investment Park Second","Building","Villa","2478000","144","144","4 B/R","","","","","2","1","","DAMAC RIVERSIDE - IVY"
"102-1872-2025","2025-01-12 21:57:50","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","ARJAN","Unit","Flat","584418.21","42.04","42.04","Studio","1","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","Gharbi I Residences"
"102-1873-2025","2025-01-12 22:11:35","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Flat","3535000","154.29","154.29","2 B/R","1","Marina Towers","Marina Mall","Burj Al Arab","1","1","","Aeternitas Tower"
"102-1874-2025","2025-01-12 23:11:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","745226.28","46.8","46.8","Studio","","","","IMG World Adventures","2","1","","Samana Avenue"
"102-1875-2025","2025-01-12 23:10:30","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","644600.02","41.2","41.2","Studio","1","","","IMG World Adventures","2","1","","Cove Edition Residence 2 By Imtiaz"
"102-1876-2025","2025-01-12 22:09:02","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3907150","363.11","363.11","4 B/R","","","","","1","1","","Greenville"
"102-1877-2025","2025-01-12 22:11:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","3746888","108.17","108.17","2 B/R","1","","","","1","1","","Marina Place 1"
"102-1878-2025","2025-01-12 22:13:42","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Al Mataar","Building","Villa","3515888","176.27","176.27","3 B/R","","","","","1","1","","Greenville 2"
"102-1879-2025","2025-01-12 22:19:44","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Madinat Dubai Almelaheyah","Unit","Flat","6346888","162.04","162.04","3 B/R","2","","","","1","1","","Marina Place 2"
"102-188-2025","2025-01-03 10:35:28","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","1140000","38.76","38.76","Studio","1","Business Bay Metro Station","Dubai Mall","Downtown Dubai","1","1","","Peninsula One"
"102-1880-2025","2025-01-12 23:17:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HARBOUR","Unit","Flat","8110888","140.63","140.63","3 B/R","2","","","","2","1","","SEAPOINT"
"102-1881-2025","2025-01-12 22:46:08","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Flat","3700000","154.44","154.44","2 B/R","1","Marina Towers","Marina Mall","Burj Al Arab","1","1","","Aeternitas Tower"
"102-1882-2025","2025-01-12 22:41:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARINA","Unit","Flat","2058074","77.47","77.47","1 B/R","1","Dubai Marina","Marina Mall","Burj Al Arab","1","1","","PELaGOS By IGO "
"102-1883-2025","2025-01-12 22:44:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","3620888","331.2","331.2","4 B/R","","","","","1","1","","The Valley - Velora 2"
"102-1884-2025","2025-01-12 23:14:58","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","3477888","273.9","273.9","4 B/R","","","","","2","1","","The Valley - Velora 2"
"102-1885-2025","2025-01-12 22:47:56","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1377716.6","141.88","141.88","3 B/R","1","","","IMG World Adventures","2","1","","Weybridge Gardens 2"
"102-1886-2025","2025-01-14 12:09:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI SCIENCE PARK","Unit","Flat","1444000","80.73","80.73","1 B/R","1  0","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","1","1","","Vincitore Aqua Flora"
"102-1887-2025","2025-01-12 22:51:07","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","2369000","105.08","105.08","2 B/R","1","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","ME DO RE 2"
"102-1888-2025","2025-01-12 22:54:55","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI HILLS","Unit","Flat","3546979","128.99","128.99","2 B/R","1","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","2","1","","Soho The Berkeley"
"102-1889-2025","2025-01-12 23:15:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","663664","39.92","39.92","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Palatium Residences"
"102-189-2025","2025-01-06 08:32:21","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","890000","64.29","64.29","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","STONEHENGE RESIDENCES "
"102-1890-2025","2025-01-12 23:12:31","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","750000","35.77","35.77","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Legado By Prescott"
"102-1891-2025","2025-01-12 23:13:38","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","AL FURJAN","Unit","Flat","1418000","108.48","108.48","2 B/R","1","ENERGY Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","1","1","","Valores Residences "
"102-1892-2025","2025-01-12 23:51:24","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","2368828","94.9","94.9","1 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","THE CRESTMARK"
"102-1893-2025","2025-01-12 23:39:03","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","BUSINESS BAY","Unit","Flat","4109655","157.21","157.21","3 B/R","2","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","2","1","","THE CRESTMARK"
"102-1894-2025","2025-01-13 07:10:53","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Thanyah Fifth","Unit","Flat","5279828","238.7","238.7","3 B/R","2","","","","2","1","","MERCER HOUSE"
"102-1895-2025","2025-01-13 07:13:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","508508","36.34","36.34","Studio","1","","","IMG World Adventures","2","1","","AG ARK TOWER"
"102-1896-2025","2025-01-13 07:25:57","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1048907","71.2","71.2","1 B/R","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","STONEHENGE RESIDENCES 2"
"102-1897-2025","2025-01-13 07:32:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","865080.48","70.01","70.01","1 B/R","1","","","IMG World Adventures","2","1","","Cove Edition Residence 2 By Imtiaz"
"102-1898-2025","2025-01-13 07:34:47","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","685000","37.53","37.53","Studio","1","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","1","1","","Luxur Tower By Imtiaz"
"102-1899-2025","2025-01-13 07:36:26","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","629630.31","41.2","41.2","Studio","1","","","IMG World Adventures","2","1","","Cove Edition Residence 2 By Imtiaz"
"102-19-2025","2025-01-02 08:35:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","500000","38.86","38.86","Studio","1","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","1","1","","Binghatti Apex"
"102-190-2025","2025-01-06 08:40:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","660000","41.63","41.63","Studio","1","Dubai Internet City","Marina Mall","Sports City Swimming Academy","1","1","","STONEHENGE RESIDENCES "
"102-1900-2025","2025-01-13 07:37:51","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","620277","39.24","39.24","Studio","1","","","IMG World Adventures","1","1","","Cove Edition Residence 1 By Imtiaz"
"102-1901-2025","2025-01-13 08:25:00","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","1274714.25","109.11","109.11","2 B/R","1","","","IMG World Adventures","1","1","","Cove Edition Residence 2 By Imtiaz"
"102-1902-2025","2025-01-13 08:42:11","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","HORIZON","Unit","Flat","2460828","115.31","115.31","2 B/R","1","Creek Metro Station","Dubai Mall","Downtown Dubai","3","1","","CLAYDON HOUSE BY ELLINGTON "
"102-1903-2025","2025-01-13 08:30:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","1879000","77.03","77.03","1 B/R","1","","","","1","1","","Saria"
"102-1904-2025","2025-01-13 07:57:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3341000","285.66","285.66","4 B/R","","","","","1","1","","La Tilia at Villanova Phase 1"
"102-1905-2025","2025-01-13 08:36:14","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","638003.86","38.89","38.89","Studio","1","","","IMG World Adventures","1","1","","Cove Edition Residence 2 By Imtiaz"
"102-1906-2025","2025-01-13 08:48:23","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","733699","42.56","42.56","Studio","1","","","IMG World Adventures","1","1","","Samana IBIZA"
"102-1907-2025","2025-01-13 08:43:33","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","598662.98","37.94","37.94","Studio","1","","","IMG World Adventures","2","1","","Cove Edition Residence 2 By Imtiaz"
"102-1908-2025","2025-01-13 08:09:27","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Hadaeq Sheikh Mohammed Bin Rashid","Unit","Flat","2021888","65.92","65.92","1 B/R","1","","","","1","1","","Hillsedge"
"102-1909-2025","2025-01-13 08:11:12","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Wadi Al Safa 5","Building","Villa","3189000","196.02","196.02","3 B/R","","","","","2","1","","La Tilia at Villanova Phase 1"
"102-191-2025","2025-01-03 10:50:45","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Hebiah Fourth","Building","Villa","5570000","220","220","4 B/R","","","","","7","1","","Aura"
"102-1910-2025","2025-01-13 08:14:05","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","Al Yufrah 1","Building","Villa","4945888","315.02","315.02","4 B/R","","","","","1","1","","The Valley - Farm Grove 2"
"102-1911-2025","2025-01-13 08:15:34","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","DUBAI MARITIME CITY","Unit","Flat","2298000","77.99","77.99","1 B/R","1","","","","1","1","","Saria"
"102-1912-2025","2025-01-13 08:21:41","Sales","Sell - Pre registration","Off-Plan","Free Hold","Residential","HORIZON","Unit","Shop","9129828","267.63","267.63","NA","4","Creek Metro Station","Dubai Mall","Downtown Dubai","1","1","","CLAYDON HOUSE BY ELLINGTON "
